"id","nom","prenom","email","sexe","date_naissance","date_deces","navs","numero_individu"
4358,"Chow","Micah","micah.chow@sunrise.ch","M","2020-10-17",NULL,"756.6921.4409.23","20251024004358"
4359,"Salavaria","Hannah","hannah.salavaria@gmail.com","M","2008-08-21",NULL,"756.4648.1235.95","20251024004359"
4360,"Moore","Tyrone","tyrone.moore@swissonline.ch","M","1939-09-13",NULL,"756.5363.2285.74","20251024004360"
4361,"Raje","Devon","devon.raje@bluewin.ch","F","1968-11-11",NULL,"756.0216.6285.38","20251024004361"
4362,"Townsend","Vincent","vincent.townsend@hotmail.com","M","1946-12-02",NULL,"756.6185.9784.57","20251024004362"
4363,"Zeng","Priscilla","priscilla.zeng@sunrise.ch","F","1968-09-16",NULL,"756.7953.5297.60","20251024004363"
4364,"Blanco","Crystal","crystal.blanco@swissonline.ch","F","1948-09-08",NULL,"756.3117.3015.03","20251024004364"
4365,"Kawai","Rolando","rolando.kawai@sunrise.ch","F","1975-10-18",NULL,"756.5088.3975.41","20251024004365"
4366,"Kennedy","Wendy","wendy.kennedy@gmail.com","M","1933-07-21",NULL,"756.5710.0278.25","20251024004366"
4367,"Sandstone","Susan","susan.sandstone@gmail.com","M","1920-03-03",NULL,"756.6181.2240.02","20251024004367"
4368,"Chande","Marshall","marshall.chande@bluewin.ch","M","2003-02-06",NULL,"756.6659.0742.45","20251024004368"
4369,"Thames","Joe","joe.thames@gmail.com","M","1987-01-17",NULL,"756.2713.0988.08","20251024004369"
4370,"Sandoval","Melody","melody.sandoval@sunrise.ch","F","1985-08-20",NULL,"756.8580.3443.50","20251024004370"
4371,"Rovira Diez","Omar","omar.rovira diez@sunrise.ch","M","2018-01-06",NULL,"756.4884.4891.53","20251024004371"
4372,"Townsend","Ebony","ebony.townsend@sunrise.ch","M","1985-11-20",NULL,"756.1987.3427.51","20251024004372"
4373,"Morgan","Michele","michele.morgan@gmail.com","M","1938-06-07",NULL,"756.5624.6009.33","20251024004373"
4374,"Winston","Caleb","caleb.winston@gmail.com","F","1953-06-30",NULL,"756.8958.2199.54","20251024004374"
4375,"Salavaria","Rebekah","rebekah.salavaria@sunrise.ch","F","2009-11-29",NULL,"756.7740.1950.12","20251024004375"
4376,"Chandra","James","james.chandra@hotmail.com","M","2004-04-16",NULL,"756.4361.9671.50","20251024004376"
4377,"Holt","Franklin","franklin.holt@swissonline.ch","F","2000-12-30",NULL,"756.5292.1158.21","20251024004377"
4378,"Suarez","Molly","molly.suarez@hotmail.com","M","1968-11-09",NULL,"756.3235.4218.51","20251024004378"
4379,"Singh","Jack","jack.singh@hotmail.com","M","1937-11-17",NULL,"756.0311.8914.14","20251024004379"
4380,"Miller","Preston","preston.miller@sunrise.ch","M","1986-12-26",NULL,"756.0716.6635.38","20251024004380"
4381,"Robinson","Alejandro","alejandro.robinson@hotmail.com","M","2004-10-05",NULL,"756.3458.7486.59","20251024004381"
4382,"Stewart","Anthony","anthony.stewart@sunrise.ch","F","1977-09-23",NULL,"756.0946.9526.58","20251024004382"
4383,"Gonzales","Brittney","brittney.gonzales@sunrise.ch","M","1922-03-01",NULL,"756.8275.1707.16","20251024004383"
4384,"Rockne","Bruce","bruce.rockne@gmail.com","F","1928-08-03",NULL,"756.0213.4561.10","20251024004384"
4385,"Washington","Melanie","melanie.washington@gmail.com","M","1974-10-23",NULL,"756.9677.7894.45","20251024004385"
4386,"Rubio","Shaun","shaun.rubio@bluewin.ch","F","2008-09-27",NULL,"756.8991.7645.09","20251024004386"
4387,"Townsend","Gerrit","gerrit.townsend@bluewin.ch","M","1954-07-26",NULL,"756.0722.6262.84","20251024004387"
4388,"Thomas","Gabriella","gabriella.thomas@hotmail.com","F","2019-10-15",NULL,"756.2580.2975.62","20251024004388"
4389,"Sutton","Bobby","bobby.sutton@bluewin.ch","M","1946-03-26",NULL,"756.1821.8979.66","20251024004389"
4390,"Zhou","Alison","alison.zhou@swissonline.ch","M","1970-03-08",NULL,"756.7755.5461.99","20251024004390"
4391,"Uittenbogaard","Wayne","wayne.uittenbogaard@swissonline.ch","M","1952-07-05",NULL,"756.7584.9581.47","20251024004391"
4392,"Uittenbogaard","Ramón","ramon.uittenbogaard@swissonline.ch","F","2015-10-22",NULL,"756.1992.2474.75","20251024004392"
4393,"Zhu","Shannon","shannon.zhu@sunrise.ch","M","2001-08-22",NULL,"756.2247.6322.98","20251024004393"
4394,"Yanagishima","Christina","christina.yanagishima@bluewin.ch","F","1941-12-22",NULL,"756.8615.6210.53","20251024004394"
4395,"Ashe","Danny","danny.ashe@hotmail.com","M","2007-02-16",NULL,"756.6436.4267.12","20251024004395"
4396,"Cannata","Renée","renee.cannata@sunrise.ch","M","2000-10-07",NULL,"756.4972.0740.15","20251024004396"
4397,"Wycoff","Darren","darren.wycoff@sunrise.ch","M","1939-12-16",NULL,"756.5012.0973.10","20251024004397"
4398,"Vazquez","Kurt","kurt.vazquez@gmail.com","F","1968-03-26",NULL,"756.9808.8316.78","20251024004398"
4399,"Gonzales","Shawna","shawna.gonzales@bluewin.ch","M","1953-12-16",NULL,"756.5323.6477.79","20251024004399"
4400,"Chen","Raymond","raymond.chen@gmail.com","F","1994-04-29",NULL,"756.3864.7601.52","20251024004400"
4401,"Holt","Byron","byron.holt@sunrise.ch","M","1933-06-15",NULL,"756.8315.7372.06","20251024004401"
4402,"Martin","Lindsay","lindsay.martin@swissonline.ch","F","1965-10-01",NULL,"756.2350.8332.89","20251024004402"
4403,"Sato","Carmen","carmen.sato@bluewin.ch","M","1988-02-28",NULL,"756.8001.9184.53","20251024004403"
4404,"Tanara","Byron","byron.tanara@sunrise.ch","F","1987-08-15",NULL,"756.4598.6280.01","20251024004404"
4405,"Sazanovich","Lucas","lucas.sazanovich@swissonline.ch","M","1998-11-24",NULL,"756.4348.3596.38","20251024004405"
4406,"Cabello","Randall","randall.cabello@hotmail.com","M","1927-04-12",NULL,"756.0170.6931.77","20251024004406"
4407,"Townsend","Preston","preston.townsend@gmail.com","F","1936-11-15",NULL,"756.3469.6059.64","20251024004407"
4408,"Tanara","Mallory","mallory.tanara@bluewin.ch","M","1956-03-20",NULL,"756.2581.5231.75","20251024004408"
4409,"Phillips","Craig","craig.phillips@hotmail.com","M","1962-12-10",NULL,"756.2899.2639.02","20251024004409"
4410,"Long","Stacy","stacy.long@sunrise.ch","M","1939-10-20",NULL,"756.9935.7423.22","20251024004410"
4411,"Ray","Kristin","kristin.ray@sunrise.ch","M","1945-05-30",NULL,"756.6777.3049.22","20251024004411"
4412,"Moreno","Gilbert","gilbert.moreno@hotmail.com","F","1985-08-16",NULL,"756.1433.5100.41","20251024004412"
4413,"Sandberg","Bryan","bryan.sandberg@sunrise.ch","M","1968-07-01",NULL,"756.1790.7554.68","20251024004413"
4414,"Russell","Frederick","frederick.russell@gmail.com","M","1990-01-18",NULL,"756.1576.0526.31","20251024004414"
4415,"Sims","Trisha","trisha.sims@gmail.com","F","2008-04-16",NULL,"756.2671.6812.54","20251024004415"
4416,"Simpson","Justin","justin.simpson@sunrise.ch","M","1975-03-08",NULL,"756.5687.9424.42","20251024004416"
4417,"Beck","Leslie","leslie.beck@hotmail.com","F","1977-09-21",NULL,"756.5876.1271.59","20251024004417"
4418,"Sun","Jerome","jerome.sun@bluewin.ch","M","1938-04-30",NULL,"756.7653.8886.18","20251024004418"
4419,"Serrano","Jordyn","jordyn.serrano@sunrise.ch","F","1948-03-25",NULL,"756.0579.9189.85","20251024004419"
4420,"Wood","Erin","erin.wood@bluewin.ch","M","1952-07-19",NULL,"756.8769.2692.61","20251024004420"
4421,"Wu","Dwayne","dwayne.wu@swissonline.ch","M","1925-10-21",NULL,"756.5536.3426.87","20251024004421"
4422,"Lal","Andy","andy.lal@gmail.com","M","1936-02-13","2018-02-27","756.2602.7957.21","20251024004422"
4423,"Sánchez","Terrence","terrence.sanchez@sunrise.ch","F","1968-04-16",NULL,"756.6161.3321.26","20251024004423"
4424,"Slattengren","Kaitlyn","kaitlyn.slattengren@bluewin.ch","F","1973-04-04",NULL,"756.7554.9412.15","20251024004424"
4425,"Rubio","Lori","lori.rubio@swissonline.ch","M","1934-08-12",NULL,"756.2406.4982.99","20251024004425"
4426,"Sánchez","Bethany","bethany.sanchez@gmail.com","M","1945-02-24",NULL,"756.9363.5136.76","20251024004426"
4427,"Sanchez","Jon","jon.sanchez@swissonline.ch","M","1987-05-08",NULL,"756.5508.3876.54","20251024004427"
4428,"Jimenez","Max","max.jimenez@hotmail.com","F","1980-05-27",NULL,"756.3345.5717.83","20251024004428"
4429,"Wadia","Riley","riley.wadia@hotmail.com","F","1978-12-15",NULL,"756.2196.4230.19","20251024004429"
4430,"Sherman","Julio","julio.sherman@sunrise.ch","F","2015-02-21",NULL,"756.1910.9878.92","20251024004430"
4431,"Xie","Jake","jake.xie@gmail.com","F","2019-08-26",NULL,"756.9731.1488.21","20251024004431"
4432,"Rothenberg","Christy","christy.rothenberg@hotmail.com","M","2020-06-23",NULL,"756.2252.8629.84","20251024004432"
4433,"Chandra","Kurt","kurt.chandra@hotmail.com","M","2020-01-06",NULL,"756.5004.3742.05","20251024004433"
4434,"Sato","Michele","michele.sato@gmail.com","M","1940-07-07",NULL,"756.1633.4108.80","20251024004434"
4435,"He","Ioannis","ioannis.he@bluewin.ch","F","1972-02-01",NULL,"756.0682.1602.74","20251024004435"
4436,"Rana","Russell","russell.rana@swissonline.ch","F","1936-01-31",NULL,"756.2221.7438.04","20251024004436"
4437,"Flores","Carlos","carlos.flores@gmail.com","F","2012-06-21",NULL,"756.2746.6202.12","20251024004437"
4438,"Thorpe","Chloe","chloe.thorpe@gmail.com","M","2006-10-05",NULL,"756.0810.8394.80","20251024004438"
4439,"Lu","Renee","renee.lu@sunrise.ch","M","1958-06-16",NULL,"756.2989.5944.56","20251024004439"
4440,"Yonekura","Lance","lance.yonekura@bluewin.ch","M","1950-12-30",NULL,"756.6073.9024.03","20251024004440"
4441,"Johnsen","Garrett","garrett.johnsen@swissonline.ch","M","2012-04-21",NULL,"756.9693.6836.23","20251024004441"
4442,"Shakespear","Hany","hany.shakespear@bluewin.ch","F","1937-12-04",NULL,"756.2230.0697.08","20251024004442"
4443,"Munoz","Douglas","douglas.munoz@hotmail.com","F","1968-07-08",NULL,"756.5296.6705.43","20251024004443"
4444,"Weisman","Karen","karen.weisman@bluewin.ch","M","1991-01-07",NULL,"756.1583.2424.35","20251024004444"
4445,"Roy","Amber","amber.roy@sunrise.ch","F","1994-01-15",NULL,"756.1509.0663.81","20251024004445"
4446,"Sam","Phil","phil.sam@hotmail.com","M","1923-02-03",NULL,"756.0838.5919.30","20251024004446"
4447,"Rienstra","Autumn","autumn.rienstra@swissonline.ch","M","1922-02-20",NULL,"756.8868.5198.46","20251024004447"
4448,"Gutierrez","Cathy","cathy.gutierrez@bluewin.ch","F","1995-09-28",NULL,"756.8298.0465.12","20251024004448"
4449,"Jenkins","Jorge","jorge.jenkins@hotmail.com","M","1950-09-06",NULL,"756.2714.7000.77","20251024004449"
4450,"Blue","Alexandria","alexandria.blue@bluewin.ch","F","2011-04-17",NULL,"756.4520.9991.84","20251024004450"
4451,"Patterson","Caitlin","caitlin.patterson@sunrise.ch","F","1989-01-15",NULL,"756.4274.4181.64","20251024004451"
4452,"Sharma","Elijah","elijah.sharma@swissonline.ch","M","2003-02-11",NULL,"756.7826.9822.23","20251024004452"
4453,"Selikoff","Osarumwense","osarumwense.selikoff@hotmail.com","F","1935-06-23",NULL,"756.0978.4966.54","20251024004453"
4454,"Ryan","Vadim","vadim.ryan@bluewin.ch","F","1930-10-23",NULL,"756.3761.5960.54","20251024004454"
4455,"Thakur","Yvonne","yvonne.thakur@hotmail.com","F","1983-09-28",NULL,"756.1138.4063.70","20251024004455"
4456,"Reed","Monica","monica.reed@gmail.com","F","1960-06-15",NULL,"756.7386.1147.08","20251024004456"
4457,"Rusek","Pedro","pedro.rusek@bluewin.ch","M","1961-07-08","2023-02-02","756.8362.2103.67","20251024004457"
4458,"Brown","Dianne","dianne.brown@hotmail.com","F","2002-09-10",NULL,"756.8548.0345.73","20251024004458"
4459,"Suurs","Haley","haley.suurs@bluewin.ch","M","2011-03-23",NULL,"756.1577.6349.60","20251024004459"
4460,"Johnson","Rakesh","rakesh.johnson@sunrise.ch","F","1992-04-12",NULL,"756.9059.7708.77","20251024004460"
4461,"Weber","Kendra","kendra.weber@bluewin.ch","F","2008-03-24",NULL,"756.6319.4671.71","20251024004461"
4462,"Yonekura","Irving","irving.yonekura@bluewin.ch","M","2007-08-03",NULL,"756.8101.7634.60","20251024004462"
4463,"Blue","Lane","lane.blue@hotmail.com","M","1985-01-12",NULL,"756.6407.9450.60","20251024004463"
4464,"Pal","Alexander","alexander.pal@sunrise.ch","M","2019-11-22",NULL,"756.3155.8109.76","20251024004464"
4465,"Cannata","Phil","phil.cannata@swissonline.ch","M","1981-05-05",NULL,"756.4288.3569.13","20251024004465"
4466,"Bailey","Sophia","sophia.bailey@swissonline.ch","M","1947-07-29",NULL,"756.1745.8264.40","20251024004466"
4467,"Garcia","Barry","barry.garcia@hotmail.com","F","1961-11-28",NULL,"756.9803.6111.16","20251024004467"
4468,"Mehta","Catherine","catherine.mehta@gmail.com","M","2010-06-18",NULL,"756.6163.5217.17","20251024004468"
4469,"Chander","Andrew","andrew.chander@bluewin.ch","M","2009-10-21",NULL,"756.4613.2998.97","20251024004469"
4470,"Wadia","Muniraju","muniraju.wadia@gmail.com","F","1924-09-13",NULL,"756.3436.5354.94","20251024004470"
4471,"Ma","Sheila","sheila.ma@hotmail.com","F","2003-07-24",NULL,"756.6216.9833.92","20251024004471"
4472,"Ross","Mariah","mariah.ross@hotmail.com","F","1938-03-21",NULL,"756.3073.8145.89","20251024004472"
4473,"Uppal","Andrew","andrew.uppal@hotmail.com","M","1997-09-06",NULL,"756.6695.1626.99","20251024004473"
4474,"Javier Castrejón","Aidan","aidan.javier castrejon@bluewin.ch","M","2017-01-04",NULL,"756.2307.9376.08","20251024004474"
4475,"Martinez","Riley","riley.martinez@hotmail.com","F","2009-03-19",NULL,"756.3738.0368.97","20251024004475"
4476,"Rivera","Elena","elena.rivera@sunrise.ch","M","2009-07-07",NULL,"756.8305.2446.38","20251024004476"
4477,"Song","Jonathan","jonathan.song@hotmail.com","M","1985-02-05",NULL,"756.4747.7971.06","20251024004477"
4478,"Zhao","Jeremiah","jeremiah.zhao@bluewin.ch","M","1937-05-03",NULL,"756.0254.9793.72","20251024004478"
4479,"Suarez","Francis","francis.suarez@gmail.com","F","1982-03-08",NULL,"756.2828.4325.83","20251024004479"
4480,"Zukowski","Dorothy","dorothy.zukowski@sunrise.ch","F","1938-10-18",NULL,"756.5404.7369.88","20251024004480"
4481,"Robinett","Mary","mary.robinett@gmail.com","M","1938-03-03",NULL,"756.8802.4312.29","20251024004481"
4482,"Lan","Norimichi","norimichi.lan@sunrise.ch","M","1924-07-12",NULL,"756.9950.7986.91","20251024004482"
4483,"Gutierrez","Masaki","masaki.gutierrez@swissonline.ch","F","2006-06-26",NULL,"756.0592.4490.93","20251024004483"
4484,"Arun","Mitchell","mitchell.arun@swissonline.ch","F","1979-07-16",NULL,"756.1838.1381.82","20251024004484"
4485,"Rubio","Gilbert","gilbert.rubio@gmail.com","F","1998-12-27",NULL,"756.2990.9192.19","20251024004485"
4486,"Cooper","Stuart","stuart.cooper@swissonline.ch","F","1983-03-07",NULL,"756.6852.7748.79","20251024004486"
4487,"Scott","Willie","willie.scott@sunrise.ch","M","2014-05-20",NULL,"756.1705.6465.79","20251024004487"
4488,"Saravan","María","maria.saravan@sunrise.ch","M","1989-01-13",NULL,"756.6792.5940.20","20251024004488"
4489,"Deng","Leah","leah.deng@hotmail.com","M","2017-08-15",NULL,"756.2698.3424.42","20251024004489"
4490,"Skelly","Renee","renee.skelly@swissonline.ch","F","1991-12-17",NULL,"756.5899.1108.17","20251024004490"
4491,"Thomas","Yvonne","yvonne.thomas@swissonline.ch","M","1967-11-17",NULL,"756.1769.6427.37","20251024004491"
4492,"Perez","Brett","brett.perez@sunrise.ch","F","1987-07-28",NULL,"756.9148.0285.97","20251024004492"
4493,"Wu","Melanie","melanie.wu@hotmail.com","F","1992-06-21",NULL,"756.8140.1792.56","20251024004493"
4494,"Shimshoni","Marcel","marcel.shimshoni@bluewin.ch","M","1991-11-09",NULL,"756.0570.4717.53","20251024004494"
4495,"Rienstra","Jamie","jamie.rienstra@sunrise.ch","M","2003-09-09",NULL,"756.2320.1196.38","20251024004495"
4496,"Belson","Sierra","sierra.belson@bluewin.ch","F","2000-08-21",NULL,"756.9194.4474.78","20251024004496"
4497,"Carson","Candice","candice.carson@gmail.com","M","1958-10-20",NULL,"756.1586.7951.47","20251024004497"
4498,"Albrecht","Bharat","bharat.albrecht@bluewin.ch","M","1954-02-10",NULL,"756.8487.8549.25","20251024004498"
4499,"Chande","Hunter","hunter.chande@hotmail.com","M","1941-10-04",NULL,"756.0053.0100.13","20251024004499"
4500,"Lazecky","Reginald","reginald.lazecky@bluewin.ch","M","1959-05-04",NULL,"756.3143.4026.22","20251024004500"
4501,"Shakespear","Shelby","shelby.shakespear@sunrise.ch","F","1982-06-29",NULL,"756.2435.2160.12","20251024004501"
4502,"Martinez","Drew","drew.martinez@hotmail.com","M","1944-02-19",NULL,"756.9153.8658.20","20251024004502"
4503,"Weadock","Kendra","kendra.weadock@sunrise.ch","M","2006-07-26",NULL,"756.5719.7500.19","20251024004503"
4504,"Weadock","Luis","luis.weadock@swissonline.ch","F","1985-12-12",NULL,"756.8103.4483.42","20251024004504"
4505,"Sherman","Kayla","kayla.sherman@sunrise.ch","M","2011-04-06",NULL,"756.1953.1074.66","20251024004505"
4506,"Lee","Cristina","cristina.lee@gmail.com","F","1968-11-12",NULL,"756.3495.8534.88","20251024004506"
4507,"Lopez","Bryan","bryan.lopez@sunrise.ch","M","1939-07-30","2021-03-27","756.9612.3182.87","20251024004507"
4508,"Lauer","Kaylee","kaylee.lauer@hotmail.com","M","1926-05-10",NULL,"756.5131.8829.19","20251024004508"
4509,"Shakespear","Nicole","nicole.shakespear@bluewin.ch","F","1952-06-23",NULL,"756.2331.6854.80","20251024004509"
4510,"Prasad","Ann","ann.prasad@bluewin.ch","F","1970-06-28",NULL,"756.4157.3550.95","20251024004510"
4511,"Gill","Jamie","jamie.gill@hotmail.com","F","1934-06-29",NULL,"756.7565.9034.21","20251024004511"
4512,"Rodgers","Chase","chase.rodgers@hotmail.com","M","1994-07-18",NULL,"756.3417.3254.73","20251024004512"
4513,"Sheperdigian","Sara","sara.sheperdigian@gmail.com","F","1997-04-23",NULL,"756.1077.6972.18","20251024004513"
4514,"Price","Curtis","curtis.price@swissonline.ch","F","2019-03-14",NULL,"756.5320.7882.62","20251024004514"
4515,"Munoz","John","john.munoz@bluewin.ch","M","1944-09-28",NULL,"756.3380.6668.03","20251024004515"
4516,"Ray","Renée","renee.ray@hotmail.com","M","1992-05-15",NULL,"756.8026.4386.53","20251024004516"
4517,"Bradley","Renee","renee.bradley@bluewin.ch","M","1959-08-08",NULL,"756.6325.7435.21","20251024004517"
4518,"Yanagishima","Gail","gail.yanagishima@sunrise.ch","M","2004-11-21",NULL,"756.3548.9263.31","20251024004518"
4519,"Morris","Dorothy","dorothy.morris@hotmail.com","M","1922-12-02",NULL,"756.3553.9930.75","20251024004519"
4520,"Thames","Katie","katie.thames@swissonline.ch","M","1993-01-24",NULL,"756.5414.6707.38","20251024004520"
4521,"Rienstra","Ian","ian.rienstra@sunrise.ch","F","2018-01-01",NULL,"756.8176.7378.95","20251024004521"
4522,"Ortega","Masaki","masaki.ortega@swissonline.ch","F","2004-01-14",NULL,"756.0383.7357.15","20251024004522"
4523,"Schleger","Teresa","teresa.schleger@swissonline.ch","M","1968-05-17",NULL,"756.9290.2970.14","20251024004523"
4524,"Gill","Liz","liz.gill@sunrise.ch","F","1952-11-28",NULL,"756.5856.0389.29","20251024004524"
4525,"Arun","Lee","lee.arun@swissonline.ch","M","1922-12-14",NULL,"756.3085.5847.55","20251024004525"
4526,"Rodman","Amber","amber.rodman@gmail.com","F","1968-06-13",NULL,"756.4708.4512.81","20251024004526"
4527,"Gray","Tiffany","tiffany.gray@sunrise.ch","F","2000-04-14",NULL,"756.6567.4493.80","20251024004527"
4528,"Chande","Sunil","sunil.chande@sunrise.ch","M","1933-06-06",NULL,"756.8841.7431.83","20251024004528"
4529,"Son","Kaitlyn","kaitlyn.son@swissonline.ch","F","1957-01-27",NULL,"756.0045.2226.62","20251024004529"
4530,"Alonso","Wesley","wesley.alonso@bluewin.ch","M","1999-03-02",NULL,"756.4774.0149.81","20251024004530"
4531,"Arun","Hector","hector.arun@swissonline.ch","F","2000-04-13",NULL,"756.7066.5512.64","20251024004531"
4532,"Barnes","Jill","jill.barnes@bluewin.ch","F","1945-08-22",NULL,"756.8743.7920.01","20251024004532"
4533,"Goldstein","Lee","lee.goldstein@sunrise.ch","F","1953-04-10",NULL,"756.0118.1857.73","20251024004533"
4534,"Bell","Susan","susan.bell@gmail.com","F","1958-01-08",NULL,"756.9385.1060.69","20251024004534"
4535,"Barnes","Michele","michele.barnes@bluewin.ch","M","1965-01-26",NULL,"756.5697.6631.28","20251024004535"
4536,"Wilson","Kaitlin","kaitlin.wilson@hotmail.com","F","2008-01-08",NULL,"756.7893.5672.17","20251024004536"
4537,"Zeng","Emma","emma.zeng@sunrise.ch","M","1923-08-12",NULL,"756.7277.7081.83","20251024004537"
4538,"Mehta","Diane","diane.mehta@bluewin.ch","F","2002-08-10",NULL,"756.4129.8463.01","20251024004538"
4539,"Hu","Jack","jack.hu@hotmail.com","F","1939-04-05",NULL,"756.7504.9375.47","20251024004539"
4540,"Luo","Louis","louis.luo@sunrise.ch","M","2009-04-10",NULL,"756.7031.9622.52","20251024004540"
4541,"Rogers","Susan","susan.rogers@sunrise.ch","F","1991-01-10",NULL,"756.5234.4099.89","20251024004541"
4542,"Ross","Muniraju","muniraju.ross@swissonline.ch","M","1962-07-31",NULL,"756.7017.8724.11","20251024004542"
4543,"Blue","Savannah","savannah.blue@bluewin.ch","M","2019-08-29",NULL,"756.8703.5506.58","20251024004543"
4544,"Robinson","Raymond","raymond.robinson@sunrise.ch","M","1957-12-04",NULL,"756.1366.1121.60","20251024004544"
4545,"Chandra","Melanie","melanie.chandra@hotmail.com","M","1974-05-29",NULL,"756.3958.7983.93","20251024004545"
4546,"Ortega","Jocelyn","jocelyn.ortega@swissonline.ch","M","1994-06-21",NULL,"756.1597.3313.92","20251024004546"
4547,"Washington","Zoe","zoe.washington@bluewin.ch","F","1966-10-19","2020-06-07","756.0434.0216.19","20251024004547"
4548,"Rothenberg","Nicolas","nicolas.rothenberg@swissonline.ch","M","1938-04-22",NULL,"756.9227.2416.10","20251024004548"
4549,"Zukowski","Darren","darren.zukowski@bluewin.ch","F","2004-02-10",NULL,"756.2607.1776.62","20251024004549"
4550,"Pal","Tina","tina.pal@sunrise.ch","F","1997-06-22",NULL,"756.4911.4876.76","20251024004550"
4551,"Collins","Kristy","kristy.collins@swissonline.ch","M","1991-06-24",NULL,"756.7181.6641.94","20251024004551"
4552,"Diaz","Janet","janet.diaz@gmail.com","M","1953-04-23",NULL,"756.2252.6744.77","20251024004552"
4553,"Anderson","Simon","simon.anderson@gmail.com","M","1951-04-11",NULL,"756.7023.3462.83","20251024004553"
4554,"Williams","Kara","kara.williams@gmail.com","F","1960-11-20",NULL,"756.6070.9299.60","20251024004554"
4555,"Phillips","Joanna","joanna.phillips@hotmail.com","F","1929-05-09",NULL,"756.6969.8607.43","20251024004555"
4556,"Singer","Julio","julio.singer@gmail.com","F","1965-05-13",NULL,"756.5775.3837.49","20251024004556"
4557,"Xie","Jon","jon.xie@gmail.com","M","1933-05-23",NULL,"756.5743.4427.71","20251024004557"
4558,"Agbonile","Michael","michael.agbonile@swissonline.ch","M","1954-09-07",NULL,"756.7400.9932.57","20251024004558"
4559,"Rothenberg","Britta","britta.rothenberg@bluewin.ch","F","1963-05-21",NULL,"756.6008.2519.72","20251024004559"
4560,"Chavez","Andrew","andrew.chavez@hotmail.com","F","1965-05-15",NULL,"756.1252.5848.08","20251024004560"
4561,"Rusko","Osarumwense","osarumwense.rusko@sunrise.ch","M","1941-11-14",NULL,"756.8114.1225.56","20251024004561"
4562,"Muñoz","Judith","judith.munoz@swissonline.ch","F","2006-02-17",NULL,"756.6726.1920.46","20251024004562"
4563,"Weber","Maurizio","maurizio.weber@bluewin.ch","F","2017-09-20",NULL,"756.6823.2623.00","20251024004563"
4564,"Sheperdigian","Eric","eric.sheperdigian@sunrise.ch","M","1981-04-01",NULL,"756.2402.5282.71","20251024004564"
4565,"Carter","Shannon","shannon.carter@bluewin.ch","M","1941-08-19",NULL,"756.7523.6690.72","20251024004565"
4566,"Uppal","Neil","neil.uppal@sunrise.ch","F","1945-09-21",NULL,"756.5340.2252.19","20251024004566"
4567,"Sandberg","Geoffrey","geoffrey.sandberg@sunrise.ch","F","1966-06-30",NULL,"756.0993.4948.19","20251024004567"
4568,"Harrison","Adriana","adriana.harrison@swissonline.ch","M","1956-08-04",NULL,"756.7573.4286.14","20251024004568"
4569,"Thirunavukkarasu","Frederick","frederick.thirunavukkarasu@sunrise.ch","M","1976-09-08",NULL,"756.6695.0275.85","20251024004569"
4570,"Watson","Cristina","cristina.watson@gmail.com","M","1974-03-29",NULL,"756.4506.1172.18","20251024004570"
4571,"Goldstein","Erick","erick.goldstein@gmail.com","M","1965-05-15",NULL,"756.9818.9348.82","20251024004571"
4572,"Zukowski","Joseph","joseph.zukowski@sunrise.ch","M","1976-11-21",NULL,"756.3196.9488.49","20251024004572"
4573,"Green","Kelvin","kelvin.green@hotmail.com","F","1993-04-06",NULL,"756.6803.9982.56","20251024004573"
4574,"Thompson","Nuan","nuan.thompson@swissonline.ch","M","1979-03-12",NULL,"756.4901.5875.65","20251024004574"
4575,"Slattengren","Jose","jose.slattengren@gmail.com","M","1960-03-12",NULL,"756.7258.9316.00","20251024004575"
4576,"Evans","Kurt","kurt.evans@bluewin.ch","M","1979-07-16",NULL,"756.0001.8777.30","20251024004576"
4577,"Zheng","Kristine","kristine.zheng@sunrise.ch","F","1961-01-13",NULL,"756.0311.1461.07","20251024004577"
4578,"West","Felicia","felicia.west@sunrise.ch","F","2014-04-15",NULL,"756.5416.9717.64","20251024004578"
4579,"Shimshoni","Kristin","kristin.shimshoni@sunrise.ch","M","2000-07-28",NULL,"756.9773.7994.04","20251024004579"
4580,"Dominguez","Tanya","tanya.dominguez@swissonline.ch","M","1949-04-05",NULL,"756.7184.8683.68","20251024004580"
4581,"Lan","Dominic","dominic.lan@bluewin.ch","M","1939-03-10",NULL,"756.1911.6719.11","20251024004581"
4582,"Son","Daniel","daniel.son@bluewin.ch","F","1982-12-04",NULL,"756.7597.3194.55","20251024004582"
4583,"Weadock","Ram","ram.weadock@swissonline.ch","F","2020-01-10",NULL,"756.7935.8401.85","20251024004583"
4584,"Johnsen","Ruben","ruben.johnsen@swissonline.ch","F","1943-08-09",NULL,"756.8283.8790.34","20251024004584"
4585,"Goldberg","Angel","angel.goldberg@hotmail.com","F","1995-07-28",NULL,"756.4158.4105.17","20251024004585"
4586,"Sandberg","Begoña","begona.sandberg@gmail.com","F","1933-05-26",NULL,"756.5824.6665.98","20251024004586"
4587,"Rubio","Manuel","manuel.rubio@gmail.com","M","1981-12-21",NULL,"756.0104.4744.67","20251024004587"
4588,"Bailey","Lacey","lacey.bailey@swissonline.ch","M","1996-07-30",NULL,"756.2277.2139.60","20251024004588"
4589,"Jordan","Ruben","ruben.jordan@hotmail.com","M","1993-10-23",NULL,"756.4059.7465.40","20251024004589"
